ID,Cause_Name,Deaths,Age-adjusted_Death_Rate,State
5962,CLRD,4231,46.9,North Carolina
5963,CLRD,265,32.7,North Dakota
5964,CLRD,6454,50.4,Ohio
5965,CLRD,2386,62.1,Oklahoma
5966,CLRD,1892,46.1,Oregon
5967,CLRD,6077,38.1,Pennsylvania
5968,CLRD,421,32.5,Rhode Island
5969,CLRD,2036,44.9,South Carolina
5970,CLRD,457,48,South Dakota
5971,CLRD,3167,50,Tennessee
5972,CLRD,8107,42.2,Texas
5973,CLRD,127924,41.4,United States
5974,CLRD,617,33.2,Utah
5975,CLRD,316,45,Vermont
5976,CLRD,2770,38.3,Virginia
5977,CLRD,2684,42.8,Washington
5978,CLRD,1331,58.3,West Virginia
5979,CLRD,2399,38.6,Wisconsin
5980,CLRD,295,56.7,Wyoming
5981,Diabetes,1313,26.4,Alabama
5982,Diabetes,105,24.1,Alaska
5983,Diabetes,1159,18.3,Arizona
5984,Diabetes,838,26.8,Arkansas
5985,Diabetes,7413,22.2,California
5986,Diabetes,710,16.8,Colorado
5987,Diabetes,646,15.5,Connecticut
5988,Diabetes,223,23.6,Delaware
5989,Diabetes,152,26.6,District of Columbia
5990,Diabetes,5110,21.7,Florida
5991,Diabetes,1604,20,Georgia
5992,Diabetes,291,19,Hawaii
5993,Diabetes,331,22.9,Idaho
5994,Diabetes,2851,22,Illinois
5995,Diabetes,1564,23.5,Indiana
5996,Diabetes,767,20.6,Iowa
5997,Diabetes,702,22.8,Kansas
5998,Diabetes,1091,24.4,Kentucky
5999,Diabetes,1437,33.5,Louisiana
6000,Diabetes,355,21.8,Maine
6001,Diabetes,1301,23.4,Maryland
6002,Diabetes,1222,16.6,Massachusetts
6003,Diabetes,2826,26.3,Michigan
6004,Diabetes,1084,19.6,Minnesota
6005,Diabetes,654,22.1,Mississippi
6006,Diabetes,1444,22.4,Missouri
6007,Diabetes,258,23,Montana
6008,Diabetes,472,23.4,Nebraska
6009,Diabetes,312,13,Nevada
6010,Diabetes,280,20.2,New Hampshire
6011,Diabetes,2329,24.4,New Jersey
6012,Diabetes,673,33.2,New Mexico
6013,Diabetes,3715,17.7,New York
6014,Diabetes,2156,23.3,North Carolina
6015,Diabetes,226,28.1,North Dakota
6016,Diabetes,3722,29,Ohio
6017,Diabetes,1148,29.8,Oklahoma
6018,Diabetes,1113,27,Oregon
6019,Diabetes,3442,21.9,Pennsylvania
6020,Diabetes,248,19.1,Rhode Island
6021,Diabetes,1231,26.7,South Carolina
6022,Diabetes,247,26.1,South Dakota
6023,Diabetes,1700,26.7,Tennessee
6024,Diabetes,5109,25.3,Texas
6025,Diabetes,71382,22.8,United States
6026,Diabetes,548,28.8,Utah
6027,Diabetes,170,24.4,Vermont
6028,Diabetes,1507,20,Virginia
6029,Diabetes,1508,23.5,Washington
6030,Diabetes,800,35.2,West Virginia
6031,Diabetes,1136,18.3,Wisconsin
6032,Diabetes,139,26.3,Wyoming
6033,Heart disease,11926,245,Alabama
6034,Heart disease,613,154.2,Alaska
6035,Heart disease,10302,166,Arizona
6036,Heart disease,7214,230.1,Arkansas
6037,Heart disease,61690,183.9,California
6038,Heart disease,6106,147,Colorado
6039,Heart disease,7289,167.4,Connecticut
6040,Heart disease,1914,205.1,Delaware
6041,Heart disease,1434,253.6,District of Columbia
6042,Heart disease,42254,175.8,Florida
6043,Heart disease,16184,212,Georgia
6044,Heart disease,2227,146.7,Hawaii
6045,Heart disease,2433,167.9,Idaho
6046,Heart disease,25813,196,Illinois
6047,Heart disease,13682,205.9,Indiana
6048,Heart disease,6880,177.2,Iowa
6049,Heart disease,5749,180.8,Kansas
6050,Heart disease,9916,227,Kentucky
6051,Heart disease,9947,234.9,Louisiana
6052,Heart disease,2852,173,Maine
6053,Heart disease,11314,203,Maryland
6054,Heart disease,12710,166.4,Massachusetts
6055,Heart disease,24149,222.5,Michigan
6056,Heart disease,7477,130.7,Minnesota
6057,Heart disease,8037,278.5,Mississippi
6058,Heart disease,14338,218.9,Missouri
6059,Heart disease,1870,164.5,Montana
6060,Heart disease,3520,168.1,Nebraska
6061,Heart disease,4591,205.6,Nevada
6062,Heart disease,2511,176.9,New Hampshire
6063,Heart disease,18831,193,New Jersey
6064,Heart disease,3305,167.2,New Mexico
6065,Heart disease,49528,230.4,New York
6066,Heart disease,17395,193,North Carolina
6067,Heart disease,1414,165.9,North Dakota
6068,Heart disease,26757,205.7,Ohio
6069,Heart disease,9602,251.1,Oklahoma
6070,Heart disease,6655,157.6,Oregon
6071,Heart disease,32862,201.3,Pennsylvania
6072,Heart disease,2751,203,Rhode Island
6073,Heart disease,8992,199.9,South Carolina
6074,Heart disease,1633,164.9,South Dakota
6075,Heart disease,14280,227.2,Tennessee
6076,Heart disease,38912,200.1,Texas
6077,Heart disease,616067,196.1,United States
6078,Heart disease,2980,161,Utah
6079,Heart disease,1166,162.4,Vermont
6080,Heart disease,13750,186.7,Virginia
6081,Heart disease,11037,170.1,Washington
6082,Heart disease,5208,232.5,West Virginia
6083,Heart disease,11110,172.7,Wisconsin
6084,Heart disease,957,180.4,Wyoming
6085,Influenza and pneumonia,898,18.8,Alabama
6086,Influenza and pneumonia,48,13.7,Alaska
6087,Influenza and pneumonia,905,14.8,Arizona
6088,Influenza and pneumonia,734,23.5,Arkansas
6089,Influenza and pneumonia,6546,19.7,California
6090,Influenza and pneumonia,592,14.5,Colorado
6091,Influenza and pneumonia,776,17.2,Connecticut
6092,Influenza and pneumonia,117,12.7,Delaware
6093,Influenza and pneumonia,82,14.3,District of Columbia
6094,Influenza and pneumonia,2246,9.4,Florida
6095,Influenza and pneumonia,1407,19.4,Georgia
6096,Influenza and pneumonia,199,12.7,Hawaii
6097,Influenza and pneumonia,228,15.7,Idaho
6098,Influenza and pneumonia,2550,19.3,Illinois
6099,Influenza and pneumonia,1098,16.5,Indiana
6100,Influenza and pneumonia,749,18.5,Iowa
6101,Influenza and pneumonia,665,20.3,Kansas
6102,Influenza and pneumonia,897,21,Kentucky
6103,Influenza and pneumonia,870,21.1,Louisiana
6104,Influenza and pneumonia,236,14.2,Maine
6105,Influenza and pneumonia,994,18,Maryland
6106,Influenza and pneumonia,1538,19.7,Massachusetts
6107,Influenza and pneumonia,1637,15.1,Michigan
6108,Influenza and pneumonia,603,10.4,Minnesota
6109,Influenza and pneumonia,554,19.7,Mississippi
6110,Influenza and pneumonia,1289,19.6,Missouri
6111,Influenza and pneumonia,183,16.1,Montana
6112,Influenza and pneumonia,331,15.5,Nebraska
6113,Influenza and pneumonia,408,19.2,Nevada
6114,Influenza and pneumonia,207,14.7,New Hampshire
6115,Influenza and pneumonia,1343,13.8,New Jersey
6116,Influenza and pneumonia,298,15.5,New Mexico
6117,Influenza and pneumonia,4431,20.5,New York
6118,Influenza and pneumonia,1645,18.7,North Carolina
6119,Influenza and pneumonia,133,14.9,North Dakota
6120,Influenza and pneumonia,1743,13.4,Ohio
6121,Influenza and pneumonia,801,21.2,Oklahoma
6122,Influenza and pneumonia,477,11.2,Oregon
6123,Influenza and pneumonia,2555,15.5,Pennsylvania
6124,Influenza and pneumonia,224,16.1,Rhode Island
6125,Influenza and pneumonia,723,16.8,South Carolina
6126,Influenza and pneumonia,189,18.7,South Dakota
6127,Influenza and pneumonia,1438,23.5,Tennessee
6128,Influenza and pneumonia,3230,17,Texas
6129,Influenza and pneumonia,52717,16.8,United States
6130,Influenza and pneumonia,313,17.1,Utah
6131,Influenza and pneumonia,70,9.9,Vermont
6132,Influenza and pneumonia,1231,17.2,Virginia
6133,Influenza and pneumonia,743,11.4,Washington
6134,Influenza and pneumonia,408,18.4,West Virginia
6135,Influenza and pneumonia,1022,15.7,Wisconsin
6136,Influenza and pneumonia,113,21.8,Wyoming
6137,Suicide,592,12.4,Alabama
6138,Suicide,149,22.6,Alaska
6139,Suicide,1016,16.5,Arizona
6140,Suicide,402,14.2,Arkansas
6141,Suicide,3602,9.9,California
6142,Suicide,811,16.6,Colorado
6143,Suicide,271,7.3,Connecticut
6144,Suicide,95,10.6,Delaware
6145,Suicide,36,6,District of Columbia
6146,Suicide,2587,13.2,Florida
6147,Suicide,997,10.9,Georgia
6148,Suicide,133,9.5,Hawaii
6149,Suicide,223,15,Idaho
6150,Suicide,1108,8.6,Illinois
6151,Suicide,790,12.3,Indiana
6152,Suicide,322,10.7,Iowa
6153,Suicide,382,13.7,Kansas
6154,Suicide,649,15.1,Kentucky
6155,Suicide,522,12,Louisiana
6156,Suicide,191,13.6,Maine
6157,Suicide,518,9,Maryland
6158,Suicide,516,7.7,Massachusetts
6159,Suicide,1131,11.1,Michigan
6160,Suicide,572,10.8,Minnesota
6161,Suicide,396,13.6,Mississippi
6162,Suicide,808,13.5,Missouri
6163,Suicide,196,19.4,Montana
6164,Suicide,181,10.1,Nebraska
6165,Suicide,471,18,Nevada
6166,Suicide,158,11.2,New Hampshire
6167,Suicide,596,6.7,New Jersey
6168,Suicide,401,20.3,New Mexico
6169,Suicide,1396,7.1,New York
6170,Suicide,1077,11.6,North Carolina
6171,Suicide,95,14.2,North Dakota
6172,Suicide,1295,11.1,Ohio
6173,Suicide,531,14.7,Oklahoma
6174,Suicide,594,15.3,Oregon
6175,Suicide,1441,11.1,Pennsylvania
6176,Suicide,96,8.8,Rhode Island
6177,Suicide,530,11.6,South Carolina
6178,Suicide,102,12.5,South Dakota
6179,Suicide,844,13.4,Tennessee
6180,Suicide,2433,10.5,Texas
6181,Suicide,34598,11.3,United States
6182,Suicide,378,15.8,Utah
6183,Suicide,89,13.9,Vermont
6184,Suicide,880,11.1,Virginia
6185,Suicide,865,13.1,Washington
6186,Suicide,300,15.7,West Virginia
6187,Suicide,729,12.7,Wisconsin
6188,Suicide,101,19.3,Wyoming
6189,Cancer,10025,198.7,Alabama
6190,Cancer,839,182.6,Alaska
6191,Cancer,10134,158.9,Arizona
6192,Cancer,6388,201.3,Arkansas
6193,Cancer,55011,163.8,California
6194,Cancer,6617,154.1,Colorado
6195,Cancer,6827,167.2,Connecticut
6196,Cancer,1853,193.5,Delaware
6197,Cancer,1169,208.2,District of Columbia
6198,Cancer,40088,169.8,Florida
6199,Cancer,14983,185.5,Georgia
6200,Cancer,2214,148,Hawaii
6201,Cancer,2405,166.3,Idaho
6202,Cancer,24115,186.6,Illinois
6203,Cancer,12778,192.6,Indiana
6204,Cancer,6376,176.8,Iowa
6205,Cancer,5406,179.2,Kansas
6206,Cancer,9692,214.7,Kentucky
6207,Cancer,8736,199.3,Louisiana
6208,Cancer,3112,189.9,Maine
6209,Cancer,10179,180.5,Maryland
6210,Cancer,13003,179.5,Massachusetts
6211,Cancer,20087,186.4,Michigan
6212,Cancer,9176,168.7,Minnesota
6213,Cancer,6002,201.8,Mississippi
6214,Cancer,12380,190.9,Missouri
6215,Cancer,1921,170.7,Montana
6216,Cancer,3479,176.6,Nebraska
6217,Cancer,4331,180.8,Nevada
6218,Cancer,2609,184.7,New Hampshire
6219,Cancer,17096,180.1,New Jersey
6220,Cancer,3238,158.1,New Mexico
6221,Cancer,35485,169.8,New York
6222,Cancer,17478,187.1,North Carolina
6223,Cancer,1264,162.6,North Dakota
6224,Cancer,25230,196.3,Ohio
6225,Cancer,7727,198.5,Oklahoma
6226,Cancer,7393,178.8,Oregon
6227,Cancer,29014,186.9,Pennsylvania
6228,Cancer,2213,178.4,Rhode Island
6229,Cancer,8867,188.5,South Carolina
6230,Cancer,1612,174.3,South Dakota
6231,Cancer,13161,201.6,Tennessee
6232,Cancer,35074,171.9,Texas
6233,Cancer,562875,179.3,United States
6234,Cancer,2572,133.2,Utah
6235,Cancer,1346,188.6,Vermont
6236,Cancer,14009,184,Virginia
6237,Cancer,11568,179,Washington
6238,Cancer,4690,204.3,West Virginia
6239,Cancer,10963,177.2,Wisconsin
6240,Cancer,940,172.9,Wyoming
6241,Kidney disease,1051,21.3,Alabama
6242,Kidney disease,40,11.1,Alaska
6243,Kidney disease,528,8.5,Arizona
6244,Kidney disease,666,21.5,Arkansas
6245,Kidney disease,2835,8.5,California
6246,Kidney disease,444,11,Colorado
6247,Kidney disease,566,13.2,Connecticut
6248,Kidney disease,163,17.4,Delaware
6249,Kidney disease,67,11.9,District of Columbia
6250,Kidney disease,2923,12.2,Florida
6251,Kidney disease,1689,22.3,Georgia
6252,Kidney disease,176,11.7,Hawaii
6253,Kidney disease,134,9.4,Idaho
6254,Kidney disease,2536,19.5,Illinois
6255,Kidney disease,1293,19.6,Indiana
6256,Kidney disease,272,6.9,Iowa
6257,Kidney disease,554,17.6,Kansas
6258,Kidney disease,994,23,Kentucky
6259,Kidney disease,1152,27.4,Louisiana
6260,Kidney disease,269,16.5,Maine
6261,Kidney disease,731,13.2,Maryland
6262,Kidney disease,1361,18,Massachusetts
6263,Kidney disease,1610,15,Michigan
6264,Kidney disease,780,13.8,Minnesota
6265,Kidney disease,697,24.3,Mississippi
6266,Kidney disease,1184,18.2,Missouri
6267,Kidney disease,110,9.8,Montana
6268,Kidney disease,269,12.8,Nebraska
6269,Kidney disease,461,21.3,Nevada
6270,Kidney disease,149,10.8,New Hampshire
6271,Kidney disease,1690,17.5,New Jersey
6272,Kidney disease,252,12.8,New Mexico
6273,Kidney disease,2387,11.2,New York
6274,Kidney disease,1723,19.1,North Carolina
6275,Kidney disease,56,6.3,North Dakota
6276,Kidney disease,1747,13.5,Ohio
6277,Kidney disease,623,16.4,Oklahoma
6278,Kidney disease,426,10.2,Oregon
6279,Kidney disease,2965,18.3,Pennsylvania
6280,Kidney disease,167,12.6,Rhode Island
6281,Kidney disease,806,17.9,South Carolina
6282,Kidney disease,77,7.7,South Dakota
6283,Kidney disease,831,13.3,Tennessee
6284,Kidney disease,3291,17,Texas
6285,Kidney disease,46448,14.9,United States
6286,Kidney disease,220,12,Utah
6287,Kidney disease,54,7.6,Vermont
6288,Kidney disease,1439,19.7,Virginia
6289,Kidney disease,440,6.8,Washington
6290,Kidney disease,480,21.3,West Virginia
6291,Kidney disease,1002,15.6,Wisconsin
6292,Kidney disease,68,13.4,Wyoming
6293,Unintentional injuries,2506,54,Alabama
6294,Unintentional injuries,316,52.3,Alaska
6295,Unintentional injuries,3352,56,Arizona
6296,Unintentional injuries,1415,49.4,Arkansas
6297,Unintentional injuries,11375,32.1,California
6298,Unintentional injuries,1917,42.5,Colorado
6299,Unintentional injuries,1302,34.6,Connecticut
6300,Unintentional injuries,329,38,Delaware
6301,Unintentional injuries,224,39.4,District of Columbia
6302,Unintentional injuries,8917,46.5,Florida
6303,Unintentional injuries,3879,45.1,Georgia
6304,Unintentional injuries,441,31.7,Hawaii
6305,Unintentional injuries,682,47.5,Idaho
6306,Unintentional injuries,4451,34.9,Illinois
6307,Unintentional injuries,2480,38.9,Indiana
6308,Unintentional injuries,1188,35.7,Iowa
6309,Unintentional injuries,1198,41.7,Kansas
6310,Unintentional injuries,2446,57.9,Kentucky
6311,Unintentional injuries,2422,56.8,Louisiana
6312,Unintentional injuries,572,40.8,Maine
6313,Unintentional injuries,1456,26.1,Maryland
6314,Unintentional injuries,2214,32.3,Massachusetts
6315,Unintentional injuries,3590,35.2,Michigan
6316,Unintentional injuries,1919,35.4,Minnesota
6317,Unintentional injuries,1856,64.7,Mississippi
6318,Unintentional injuries,3009,50.1,Missouri
6319,Unintentional injuries,558,55.7,Montana
6320,Unintentional injuries,683,36.1,Nebraska
6321,Unintentional injuries,1091,44.3,Nevada
6322,Unintentional injuries,460,34.1,New Hampshire
6323,Unintentional injuries,2590,29,New Jersey
6324,Unintentional injuries,1297,67.6,New Mexico
6325,Unintentional injuries,5235,26.2,New York
6326,Unintentional injuries,4156,46.9,North Carolina
6327,Unintentional injuries,275,38.9,North Dakota
6328,Unintentional injuries,4821,40.5,Ohio
6329,Unintentional injuries,2039,56.6,Oklahoma
6330,Unintentional injuries,1586,40.8,Oregon
6331,Unintentional injuries,5299,39.5,Pennsylvania
6332,Unintentional injuries,434,36.5,Rhode Island
6333,Unintentional injuries,2315,53.3,South Carolina
6334,Unintentional injuries,452,53.4,South Dakota
6335,Unintentional injuries,3307,54.3,Tennessee
6336,Unintentional injuries,9140,41.6,Texas
6337,Unintentional injuries,121599,40.2,United States
6338,Unintentional injuries,715,31.6,Utah
6339,Unintentional injuries,301,45.8,Vermont
6340,Unintentional injuries,2703,35.8,Virginia
6341,Unintentional injuries,2679,41.5,Washington
6342,Unintentional injuries,1177,62.4,West Virginia
6343,Unintentional injuries,2524,42.7,Wisconsin
6344,Unintentional injuries,306,58.9,Wyoming
6345,All causes,46977,979.5,Alabama
6346,All causes,3354,787.6,Alaska
6347,All causes,46365,767.1,Arizona
6348,All causes,27901,909.5,Arkansas
6349,All causes,237126,718.2,California
6350,All causes,29521,720.9,Colorado
6351,All causes,29260,704.6,Connecticut
6352,All causes,7204,795.7,Delaware
6353,All causes,5344,951.7,District of Columbia
6354,All causes,170066,745.6,Florida
6355,All causes,67808,890.2,Georgia
6356,All causes,9432,643.4,Hawaii
6357,All causes,10613,756,Idaho
6358,All causes,102171,794.4,Illinois
6359,All causes,55622,856.8,Indiana
6360,All causes,27362,736.1,Iowa
6361,All causes,24553,802.2,Kansas
6362,All causes,40102,932.3,Kentucky
6363,All causes,40045,960.5,Louisiana
6364,All causes,12294,775.1,Maine
6365,All causes,43582,795.9,Maryland
6366,All causes,53450,726.8,Massachusetts
6367,All causes,86042,816,Michigan
6368,All causes,37028,675.6,Minnesota
6369,All causes,28564,999.1,Mississippi
6370,All causes,54681,859,Missouri
6371,All causes,8472,782.2,Montana
6372,All causes,14899,743.7,Nebraska
6373,All causes,18872,864.7,Nevada
6374,All causes,10060,733.7,New Hampshire
6375,All causes,70356,744.9,New Jersey
6376,All causes,15296,793.1,New Mexico
6377,All causes,148806,713.7,New York
6378,All causes,74716,849.3,North Carolina
6379,All causes,5868,724.4,North Dakota
6380,All causes,106825,846.6,Ohio
6381,All causes,35427,942.5,Oklahoma
6382,All causes,31380,773.3,Oregon
6383,All causes,125539,808.4,Pennsylvania
6384,All causes,9690,749.1,Rhode Island
6385,All causes,38761,886.8,South Carolina
6386,All causes,7084,752.5,South Dakota
6387,All causes,56838,921.2,Tennessee
6388,All causes,157150,807.7,Texas
6389,All causes,2426264,791.8,United States
6390,All causes,13764,733.7,Utah
6391,All causes,5048,728,Vermont
6392,All causes,57690,795,Virginia
6393,All causes,46120,731.2,Washington
6394,All causes,20672,947.5,West Virginia
6395,All causes,46153,745.3,Wisconsin
6396,All causes,4311,831.1,Wyoming
6397,Alzheimer's disease,1497,32.7,Alabama
6398,Alzheimer's disease,73,25.9,Alaska
6399,Alzheimer's disease,2066,35.8,Arizona
6400,Alzheimer's disease,783,25.5,Arkansas
6401,Alzheimer's disease,8146,25.3,California
6402,Alzheimer's disease,1058,28.1,Colorado
6403,Alzheimer's disease,728,16,Connecticut
6404,Alzheimer's disease,189,21.6,Delaware
6405,Alzheimer's disease,117,20.7,District of Columbia
6406,Alzheimer's disease,4689,19.3,Florida
6407,Alzheimer's disease,1820,27.5,Georgia
6408,Alzheimer's disease,201,13.2,Hawaii
6409,Alzheimer's disease,400,29,Idaho
6410,Alzheimer's disease,2794,21.3,Illinois
6411,Alzheimer's disease,1696,26.1,Indiana
6412,Alzheimer's disease,1121,27,Iowa
6413,Alzheimer's disease,830,25.1,Kansas
6414,Alzheimer's disease,1153,28.1,Kentucky
6415,Alzheimer's disease,1282,32.9,Louisiana
6416,Alzheimer's disease,477,29.2,Maine
6417,Alzheimer's disease,915,17.3,Maryland
6418,Alzheimer's disease,1560,19.8,Massachusetts
6419,Alzheimer's disease,2331,22,Michigan
6420,Alzheimer's disease,1299,22.6,Minnesota
6421,Alzheimer's disease,744,27.4,Mississippi
6422,Alzheimer's disease,1632,25.1,Missouri
6423,Alzheimer's disease,226,20.1,Montana
6424,Alzheimer's disease,500,23.3,Nebraska
6425,Alzheimer's disease,281,15.9,Nevada
6426,Alzheimer's disease,372,27.1,New Hampshire
6427,Alzheimer's disease,1649,16.9,New Jersey
6428,Alzheimer's disease,348,19.3,New Mexico
6429,Alzheimer's disease,2021,9.4,New York
6430,Alzheimer's disease,2265,27.3,North Carolina
6431,Alzheimer's disease,318,34.4,North Dakota
6432,Alzheimer's disease,3565,27.7,Ohio
6433,Alzheimer's disease,928,25.2,Oklahoma
6434,Alzheimer's disease,1231,29.4,Oregon
6435,Alzheimer's disease,3311,19.6,Pennsylvania
6436,Alzheimer's disease,297,20.4,Rhode Island
6437,Alzheimer's disease,1364,34.1,South Carolina
6438,Alzheimer's disease,329,31,South Dakota
6439,Alzheimer's disease,2115,36.3,Tennessee
6440,Alzheimer's disease,4887,27.9,Texas
6441,Alzheimer's disease,72432,23.7,United States
6442,Alzheimer's disease,390,22.7,Utah
6443,Alzheimer's disease,186,26.5,Vermont
6444,Alzheimer's disease,1574,23.2,Virginia
6445,Alzheimer's disease,2470,39.3,Washington
6446,Alzheimer's disease,496,22.8,West Virginia
6447,Alzheimer's disease,1596,24.4,Wisconsin
6448,Alzheimer's disease,112,22.7,Wyoming
6449,Stroke,2740,57.8,Alabama
6450,Stroke,177,48.2,Alaska
6451,Stroke,2226,37.5,Arizona
6452,Stroke,1884,61.2,Arkansas
6453,Stroke,15039,46.4,California
6454,Stroke,1532,39.1,Colorado
6455,Stroke,1547,35.8,Connecticut
6456,Stroke,384,42.9,Delaware
6457,Stroke,221,40,District of Columbia
6458,Stroke,8925,37.8,Florida
6459,Stroke,3889,53.5,Georgia
6460,Stroke,665,44.7,Hawaii
6461,Stroke,725,52.7,Idaho
6462,Stroke,5989,46.3,Illinois
6463,Stroke,3238,49.9,Indiana
6464,Stroke,1718,43.6,Iowa
6465,Stroke,1489,47.3,Kansas
6466,Stroke,2197,51.9,Kentucky
6467,Stroke,2195,53.9,Louisiana
6468,Stroke,670,41.5,Maine
6469,Stroke,2365,43.8,Maryland
6470,Stroke,2880,38.1,Massachusetts
6471,Stroke,4752,44.9,Michigan
6472,Stroke,2219,39.7,Minnesota
6473,Stroke,1585,56.1,Mississippi
6474,Stroke,3247,50.5,Missouri
6475,Stroke,461,41.7,Montana
6476,Stroke,922,44.7,Nebraska
6477,Stroke,847,41.3,Nevada
6478,Stroke,494,36.1,New Hampshire
6479,Stroke,3468,36.3,New Jersey
6480,Stroke,739,39.3,New Mexico
6481,Stroke,6398,30.4,New York
6482,Stroke,4572,53.2,North Carolina
6483,Stroke,428,49.6,North Dakota
6484,Stroke,5828,45.7,Ohio
6485,Stroke,2085,55.7,Oklahoma
6486,Stroke,1978,48.2,Oregon
6487,Stroke,7151,44.2,Pennsylvania
6488,Stroke,421,31.2,Rhode Island
6489,Stroke,2291,53.8,South Carolina
6490,Stroke,442,44,South Dakota
6491,Stroke,3407,56.4,Tennessee
6492,Stroke,9366,50.4,Texas
6493,Stroke,137119,44.8,United States
6494,Stroke,674,38.2,Utah
6495,Stroke,264,38.1,Vermont
6496,Stroke,3523,50.1,Virginia
6497,Stroke,2725,43.6,Washington
6498,Stroke,1072,48.5,West Virginia
6499,Stroke,2829,44.6,Wisconsin
6500,Stroke,236,46.5,Wyoming
6501,CLRD,2309,47.6,Alabama
6502,CLRD,140,37.8,Alaska
6503,CLRD,2799,46,Arizona
6504,CLRD,1498,48.1,Arkansas
6505,CLRD,12829,40.1,California
6506,CLRD,1932,49.3,Colorado
6507,CLRD,1458,35,Connecticut
6508,CLRD,344,37.9,Delaware
6509,CLRD,126,23.1,District of Columbia
6510,CLRD,8912,37.5,Florida
6511,CLRD,3387,46.3,Georgia
6512,CLRD,293,20,Hawaii
6513,CLRD,644,46.9,Idaho
6514,CLRD,4731,37.3,Illinois
6515,CLRD,3291,51,Indiana
6516,CLRD,1655,45.2,Iowa
6517,CLRD,1501,49.9,Kansas
6518,CLRD,2407,55.6,Kentucky
6519,CLRD,1687,40.8,Louisiana
6520,CLRD,783,49.1,Maine
6521,CLRD,1832,34.4,Maryland
6522,CLRD,2535,34.8,Massachusetts
6523,CLRD,4474,42.8,Michigan
6524,CLRD,1770,33.2,Minnesota
6525,CLRD,1378,48.4,Mississippi
6526,CLRD,3017,47.4,Missouri
6527,CLRD,579,53.3,Montana
6528,CLRD,878,44.4,Nebraska
6529,CLRD,1066,50.3,Nevada
6530,CLRD,603,44.9,New Hampshire
6531,CLRD,2862,30.5,New Jersey
6532,CLRD,888,46.5,New Mexico
6533,CLRD,6329,30.5,New York
6534,CLRD,4017,45.8,North Carolina
6535,CLRD,283,34.4,North Dakota
6536,CLRD,6054,47.9,Ohio
6537,CLRD,2192,57.6,Oklahoma
6538,CLRD,1828,45.6,Oregon
6539,CLRD,5621,35.6,Pennsylvania
6540,CLRD,485,38.1,Rhode Island
6541,CLRD,1935,44,South Carolina
6542,CLRD,376,40.1,South Dakota
6543,CLRD,2980,48.1,Tennessee
6544,CLRD,7639,40.8,Texas
6545,CLRD,124583,41,United States
6546,CLRD,591,32.9,Utah
6547,CLRD,320,46.5,Vermont
6548,CLRD,2697,38,Virginia
6549,CLRD,2662,43.5,Washington
6550,CLRD,1267,56.3,West Virginia
6551,CLRD,2354,38.5,Wisconsin
6552,CLRD,345,67.4,Wyoming
6553,Diabetes,1453,29.8,Alabama
6554,Diabetes,109,25.9,Alaska
6555,Diabetes,1206,19.6,Arizona
6556,Diabetes,839,27.2,Arkansas
6557,Diabetes,7376,22.5,California
6558,Diabetes,677,16.7,Colorado
6559,Diabetes,782,19,Connecticut
6560,Diabetes,191,20.6,Delaware
6561,Diabetes,184,33,District of Columbia
6562,Diabetes,5172,22.3,Florida
6563,Diabetes,1657,21.2,Georgia
6564,Diabetes,271,18.4,Hawaii
6565,Diabetes,320,23.1,Idaho
6566,Diabetes,2795,21.9,Illinois
6567,Diabetes,1682,25.9,Indiana
6568,Diabetes,804,22,Iowa
6569,Diabetes,749,24.8,Kansas
6570,Diabetes,1141,26.2,Kentucky
6571,Diabetes,1536,36.3,Louisiana
6572,Diabetes,343,21.4,Maine
6573,Diabetes,1237,22.5,Maryland
6574,Diabetes,1132,15.5,Massachusetts
6575,Diabetes,2830,26.8,Michigan
6576,Diabetes,1158,21.4,Minnesota
6577,Diabetes,707,24.5,Mississippi
6578,Diabetes,1493,23.5,Missouri
6579,Diabetes,249,22.8,Montana
6580,Diabetes,437,22.2,Nebraska
6581,Diabetes,294,13,Nevada
6582,Diabetes,296,21.4,New Hampshire
6583,Diabetes,2454,26.1,New Jersey
6584,Diabetes,606,30.6,New Mexico
6585,Diabetes,3848,18.6,New York
6586,Diabetes,2234,24.9,North Carolina
6587,Diabetes,208,26.1,North Dakota
6588,Diabetes,3761,29.6,Ohio
6589,Diabetes,1166,30.6,Oklahoma
6590,Diabetes,1139,28.2,Oregon
6591,Diabetes,3466,22.3,Pennsylvania
6592,Diabetes,206,16.2,Rhode Island
6593,Diabetes,1136,25.5,South Carolina
6594,Diabetes,262,27.6,South Dakota
6595,Diabetes,1715,27.4,Tennessee
6596,Diabetes,5201,26.5,Texas
6597,Diabetes,72449,23.6,United States
6598,Diabetes,496,27,Utah
6599,Diabetes,175,25,Vermont
6600,Diabetes,1632,22.1,Virginia
6601,Diabetes,1543,24.7,Washington
6602,Diabetes,743,33,West Virginia
6603,Diabetes,1212,19.7,Wisconsin
6604,Diabetes,126,23.9,Wyoming
6605,Heart disease,12583,263,Alabama
6606,Heart disease,645,170.6,Alaska
6607,Heart disease,10607,176.5,Arizona
6608,Heart disease,7431,240.5,Arkansas
6609,Heart disease,64871,198.8,California
6610,Heart disease,6124,152.7,Colorado
6611,Heart disease,7490,174.7,Connecticut
6612,Heart disease,1866,206,Delaware
6613,Heart disease,1566,280.9,District of Columbia
6614,Heart disease,44305,187.9,Florida
6615,Heart disease,16478,222.2,Georgia
6616,Heart disease,2244,151.4,Hawaii
