ID,Cause_Name,State
4987,Influenza and pneumonia,Mississippi
4988,Influenza and pneumonia,Missouri
4989,Influenza and pneumonia,Montana
4990,Influenza and pneumonia,Nebraska
4991,Influenza and pneumonia,Nevada
4992,Influenza and pneumonia,New Hampshire
4993,Influenza and pneumonia,New Jersey
4994,Influenza and pneumonia,New Mexico
4995,Influenza and pneumonia,New York
4996,Influenza and pneumonia,North Carolina
4997,Influenza and pneumonia,North Dakota
4998,Influenza and pneumonia,Ohio
4999,Influenza and pneumonia,Oklahoma
5000,Influenza and pneumonia,Oregon
5001,Influenza and pneumonia,Pennsylvania
5002,Influenza and pneumonia,Rhode Island
5003,Influenza and pneumonia,South Carolina
5004,Influenza and pneumonia,South Dakota
5005,Influenza and pneumonia,Tennessee
5006,Influenza and pneumonia,Texas
5007,Influenza and pneumonia,United States
5008,Influenza and pneumonia,Utah
5009,Influenza and pneumonia,Vermont
5010,Influenza and pneumonia,Virginia
5011,Influenza and pneumonia,Washington
5012,Influenza and pneumonia,West Virginia
5013,Influenza and pneumonia,Wisconsin
5014,Influenza and pneumonia,Wyoming
5015,Suicide,Alabama
5016,Suicide,Alaska
5017,Suicide,Arizona
5018,Suicide,Arkansas
5019,Suicide,California
5020,Suicide,Colorado
5021,Suicide,Connecticut
5022,Suicide,Delaware
5023,Suicide,District of Columbia
5024,Suicide,Florida
5025,Suicide,Georgia
5026,Suicide,Hawaii
5027,Suicide,Idaho
5028,Suicide,Illinois
5029,Suicide,Indiana
5030,Suicide,Iowa
5031,Suicide,Kansas
5032,Suicide,Kentucky
5033,Suicide,Louisiana
5034,Suicide,Maine
5035,Suicide,Maryland
5036,All causes,North Dakota
5037,Suicide,Massachusetts
5038,Suicide,Michigan
5039,Suicide,Minnesota
5040,Suicide,Mississippi
5041,Suicide,Missouri
5042,Suicide,Montana
5043,Suicide,Nebraska
5044,Suicide,Nevada
5045,Suicide,New Hampshire
5046,Suicide,New Jersey
5047,Suicide,New Mexico
5048,Suicide,New York
5049,Suicide,North Carolina
5050,Suicide,North Dakota
5051,Suicide,Ohio
5052,Suicide,Oklahoma
5053,Suicide,Oregon
5054,Suicide,Pennsylvania
5055,Suicide,Rhode Island
5056,Suicide,South Carolina
5057,Suicide,South Dakota
5058,Suicide,Tennessee
5059,Suicide,Texas
5060,Suicide,United States
5061,Suicide,Utah
5062,Suicide,Vermont
5063,Suicide,Virginia
5064,Suicide,Washington
5065,Suicide,West Virginia
5066,Suicide,Wisconsin
5067,Suicide,Wyoming
5068,Cancer,Alabama
5069,Cancer,Alaska
5070,Cancer,Arizona
5071,Cancer,Arkansas
5072,Cancer,California
5073,Cancer,Colorado
5074,Cancer,Connecticut
5075,Cancer,Delaware
5076,Cancer,District of Columbia
5077,Cancer,Florida
5078,Cancer,Georgia
5079,Cancer,Hawaii
5080,Cancer,Idaho
5081,Cancer,Illinois
5082,Cancer,Indiana
5083,Cancer,Iowa
5084,Cancer,Kansas
5085,Cancer,Kentucky
5086,Cancer,Louisiana
5087,Cancer,Maine
5088,Cancer,Maryland
5089,Cancer,Massachusetts
5090,Cancer,Michigan
5091,Cancer,Minnesota
5092,Cancer,Mississippi
5093,Cancer,Missouri
5094,Cancer,Montana
5095,Cancer,Nebraska
5096,Cancer,Nevada
5097,Cancer,New Hampshire
5098,Cancer,New Jersey
5099,Cancer,New Mexico
5100,Cancer,New York
5101,Cancer,North Carolina
5102,Cancer,North Dakota
5103,Cancer,Ohio
5104,Cancer,Oklahoma
5105,Cancer,Oregon
5106,Cancer,Pennsylvania
5107,Cancer,Rhode Island
5108,Cancer,South Carolina
5109,Cancer,South Dakota
5110,Cancer,Tennessee
5111,Cancer,Texas
5112,Cancer,United States
5113,Cancer,Utah
5114,Cancer,Vermont
5115,Cancer,Virginia
5116,Cancer,Washington
5117,Cancer,West Virginia
5118,Cancer,Wisconsin
5119,Cancer,Wyoming
5120,Kidney disease,Alabama
5121,Kidney disease,Alaska
5122,Kidney disease,Arizona
5123,Kidney disease,Arkansas
5124,Kidney disease,California
5125,Kidney disease,Colorado
5126,Kidney disease,Connecticut
5127,Kidney disease,Delaware
5128,Kidney disease,District of Columbia
5129,Kidney disease,Florida
5130,Kidney disease,Georgia
5131,Kidney disease,Hawaii
5132,Kidney disease,Idaho
5133,Kidney disease,Illinois
5134,Kidney disease,Indiana
5135,Kidney disease,Iowa
5136,Kidney disease,Kansas
5137,Kidney disease,Kentucky
5138,Kidney disease,Louisiana
5139,Kidney disease,Maine
5140,Kidney disease,Maryland
5141,Kidney disease,Massachusetts
5142,Kidney disease,Michigan
5143,Kidney disease,Minnesota
5144,Kidney disease,Mississippi
5145,Kidney disease,Missouri
5146,Kidney disease,Montana
5147,Kidney disease,Nebraska
5148,Kidney disease,Nevada
5149,Kidney disease,New Hampshire
5150,Kidney disease,New Jersey
5151,Kidney disease,New Mexico
5152,Kidney disease,New York
5153,Kidney disease,North Carolina
5154,Kidney disease,North Dakota
5155,Kidney disease,Ohio
5156,Kidney disease,Oklahoma
5157,Kidney disease,Oregon
5158,Kidney disease,Pennsylvania
5159,Kidney disease,Rhode Island
5160,Kidney disease,South Carolina
5161,Kidney disease,South Dakota
5162,Kidney disease,Tennessee
5163,Kidney disease,Texas
5164,Kidney disease,United States
5165,Kidney disease,Utah
5166,Kidney disease,Vermont
5167,Kidney disease,Virginia
5168,Kidney disease,Washington
5169,Kidney disease,West Virginia
5170,Kidney disease,Wisconsin
5171,Kidney disease,Wyoming
5172,Unintentional injuries,Alabama
5173,Unintentional injuries,Alaska
5174,Unintentional injuries,Arizona
5175,Unintentional injuries,Arkansas
5176,Unintentional injuries,California
5177,Unintentional injuries,Colorado
5178,Unintentional injuries,Connecticut
5179,Unintentional injuries,Delaware
5180,Unintentional injuries,District of Columbia
5181,Unintentional injuries,Florida
5182,Unintentional injuries,Georgia
5183,Unintentional injuries,Hawaii
5184,Unintentional injuries,Idaho
5185,Unintentional injuries,Illinois
5186,Unintentional injuries,Indiana
5187,Unintentional injuries,Iowa
5188,Unintentional injuries,Kansas
5189,Unintentional injuries,Kentucky
5190,Unintentional injuries,Louisiana
5191,Unintentional injuries,Maine
5192,Unintentional injuries,Maryland
5193,Unintentional injuries,Massachusetts
5194,Unintentional injuries,Michigan
5195,Unintentional injuries,Minnesota
5196,Unintentional injuries,Mississippi
5197,Unintentional injuries,Missouri
5198,Unintentional injuries,Montana
5199,Unintentional injuries,Nebraska
5200,Unintentional injuries,Nevada
5201,Unintentional injuries,New Hampshire
5202,Unintentional injuries,New Jersey
5203,Unintentional injuries,New Mexico
5204,Unintentional injuries,New York
5205,Unintentional injuries,North Carolina
5206,Unintentional injuries,North Dakota
5207,Unintentional injuries,Ohio
5208,Unintentional injuries,Oklahoma
5209,Unintentional injuries,Oregon
5210,Unintentional injuries,Pennsylvania
5211,Unintentional injuries,Rhode Island
5212,Unintentional injuries,South Carolina
5213,Unintentional injuries,South Dakota
5214,Unintentional injuries,Tennessee
5215,Unintentional injuries,Texas
5216,Unintentional injuries,United States
5217,Unintentional injuries,Utah
5218,Unintentional injuries,Vermont
5219,Unintentional injuries,Virginia
5220,Unintentional injuries,Washington
5221,Unintentional injuries,West Virginia
5222,Unintentional injuries,Wisconsin
5223,Unintentional injuries,Wyoming
5224,All causes,Alabama
5225,All causes,Alaska
5226,All causes,Arizona
5227,All causes,Arkansas
5228,All causes,California
5229,All causes,Colorado
5230,All causes,Connecticut
5231,All causes,Delaware
5232,All causes,District of Columbia
5233,All causes,Florida
5234,All causes,Georgia
5235,All causes,Hawaii
5236,All causes,Idaho
5237,All causes,Illinois
5238,All causes,Indiana
5239,All causes,Iowa
5240,All causes,Kansas
5241,All causes,Kentucky
5242,All causes,Louisiana
5243,All causes,Maine
5244,All causes,Maryland
5245,All causes,Massachusetts
5246,All causes,Michigan
5247,All causes,Minnesota
5248,All causes,Mississippi
5249,All causes,Missouri
5250,All causes,Montana
5251,All causes,Nebraska
5252,All causes,Nevada
5253,All causes,New Hampshire
5254,All causes,New Jersey
5255,All causes,New Mexico
5256,All causes,New York
5257,All causes,North Carolina
5258,All causes,North Dakota
5259,All causes,Ohio
5260,All causes,Oklahoma
5261,All causes,Oregon
5262,All causes,Pennsylvania
5263,All causes,Rhode Island
5264,All causes,South Carolina
5265,All causes,South Dakota
5266,All causes,Tennessee
5267,All causes,Texas
5268,All causes,United States
5269,All causes,Utah
5270,All causes,Vermont
5271,All causes,Virginia
5272,All causes,Washington
5273,All causes,West Virginia
5274,All causes,Wisconsin
5275,All causes,Wyoming
5276,Alzheimer's disease,Alabama
5277,Alzheimer's disease,Alaska
5278,Alzheimer's disease,Arizona
5279,Alzheimer's disease,Arkansas
5280,Alzheimer's disease,California
5281,Alzheimer's disease,Colorado
5282,Alzheimer's disease,Connecticut
5283,Alzheimer's disease,Delaware
5284,Alzheimer's disease,District of Columbia
5285,Alzheimer's disease,Florida
5286,Alzheimer's disease,Georgia
5287,Alzheimer's disease,Hawaii
5288,Alzheimer's disease,Idaho
5289,Alzheimer's disease,Illinois
5290,Alzheimer's disease,Indiana
5291,Alzheimer's disease,Iowa
5292,Alzheimer's disease,Kansas
5293,Alzheimer's disease,Kentucky
5294,Alzheimer's disease,Louisiana
5295,Alzheimer's disease,Maine
5296,Alzheimer's disease,Maryland
5297,Alzheimer's disease,Massachusetts
5298,Alzheimer's disease,Michigan
5299,Alzheimer's disease,Minnesota
5300,Alzheimer's disease,Mississippi
5301,Alzheimer's disease,Missouri
5302,Alzheimer's disease,Montana
5303,Alzheimer's disease,Nebraska
5304,Alzheimer's disease,Nevada
5305,Alzheimer's disease,New Hampshire
5306,Alzheimer's disease,New Jersey
5307,Alzheimer's disease,New Mexico
5308,Alzheimer's disease,New York
5309,Alzheimer's disease,North Carolina
5310,Alzheimer's disease,North Dakota
5311,Alzheimer's disease,Ohio
5312,Alzheimer's disease,Oklahoma
5313,Alzheimer's disease,Oregon
5314,Alzheimer's disease,Pennsylvania
5315,Alzheimer's disease,Rhode Island
5316,Alzheimer's disease,South Carolina
5317,Alzheimer's disease,South Dakota
5318,Alzheimer's disease,Tennessee
5319,Alzheimer's disease,Texas
5320,Alzheimer's disease,United States
5321,Alzheimer's disease,Utah
5322,Alzheimer's disease,Vermont
5323,Alzheimer's disease,Virginia
5324,Alzheimer's disease,Washington
5325,Alzheimer's disease,West Virginia
5326,Alzheimer's disease,Wisconsin
5327,Alzheimer's disease,Wyoming
5328,Stroke,Alabama
5329,Stroke,Alaska
5330,Stroke,Arizona
5331,Stroke,Arkansas
5332,Stroke,California
5333,Stroke,Colorado
5334,Stroke,Connecticut
5335,Stroke,Delaware
5336,Stroke,District of Columbia
5337,Stroke,Florida
5338,Stroke,Georgia
5339,Stroke,Hawaii
5340,Stroke,Idaho
5341,Stroke,Illinois
5342,Stroke,Indiana
5343,Stroke,Iowa
5344,Stroke,Kansas
5345,Stroke,Kentucky
5346,Stroke,Louisiana
5347,Stroke,Maine
5348,Stroke,Maryland
5349,Stroke,Massachusetts
5350,Stroke,Michigan
5351,Stroke,Minnesota
5352,Stroke,Mississippi
5353,Stroke,Missouri
5354,Stroke,Montana
5355,Stroke,Nebraska
5356,Stroke,Nevada
5357,Stroke,New Hampshire
5358,Stroke,New Jersey
5359,Stroke,New Mexico
5360,Stroke,New York
5361,Stroke,North Carolina
5362,Stroke,North Dakota
5363,Stroke,Ohio
5364,Stroke,Oklahoma
5365,Stroke,Oregon
5366,Stroke,Pennsylvania
5367,Stroke,Rhode Island
5368,Stroke,South Carolina
5369,Stroke,South Dakota
5370,Stroke,Tennessee
5371,Stroke,Texas
5372,Stroke,United States
5373,Stroke,Utah
5374,Stroke,Vermont
5375,Stroke,Virginia
5376,Stroke,Washington
5377,Stroke,West Virginia
5378,Stroke,Wisconsin
5379,Stroke,Wyoming
5380,CLRD,Alabama
5381,CLRD,Alaska
5382,CLRD,Arizona
5383,CLRD,Arkansas
5384,CLRD,California
5385,CLRD,Colorado
5386,CLRD,Connecticut
5387,CLRD,Delaware
5388,CLRD,District of Columbia
5389,CLRD,Florida
5390,CLRD,Georgia
5391,CLRD,Hawaii
5392,CLRD,Idaho
5393,CLRD,Illinois
5394,CLRD,Indiana
5395,CLRD,Iowa
5396,CLRD,Kansas
5397,CLRD,Kentucky
5398,CLRD,Louisiana
5399,CLRD,Maine
5400,CLRD,Maryland
5401,CLRD,Massachusetts
5402,CLRD,Michigan
5403,CLRD,Minnesota
5404,CLRD,Mississippi
5405,CLRD,Missouri
5406,CLRD,Montana
5407,CLRD,Nebraska
5408,CLRD,Nevada
5409,CLRD,New Hampshire
5410,CLRD,New Jersey
5411,CLRD,New Mexico
5412,CLRD,New York
5413,CLRD,North Carolina
5414,CLRD,North Dakota
5415,CLRD,Ohio
5416,CLRD,Oklahoma
5417,CLRD,Oregon
5418,CLRD,Pennsylvania
5419,CLRD,Rhode Island
5420,CLRD,South Carolina
5421,CLRD,South Dakota
5422,CLRD,Tennessee
5423,CLRD,Texas
5424,CLRD,United States
5425,CLRD,Utah
5426,CLRD,Vermont
5427,CLRD,Virginia
5428,CLRD,Washington
5429,CLRD,West Virginia
5430,CLRD,Wisconsin
5431,CLRD,Wyoming
5432,Diabetes,Alabama
5433,Diabetes,Alaska
5434,Diabetes,Arizona
5435,Diabetes,Arkansas
5436,Diabetes,California
5437,Diabetes,Colorado
5438,Diabetes,Connecticut
5439,Diabetes,Delaware
5440,Diabetes,District of Columbia
5441,Diabetes,Florida
5442,Diabetes,Georgia
5443,Diabetes,Hawaii
5444,Diabetes,Idaho
5445,Diabetes,Illinois
5446,Diabetes,Indiana
5447,Diabetes,Iowa
5448,Diabetes,Kansas
5449,Diabetes,Kentucky
5450,Diabetes,Louisiana
5451,Diabetes,Maine
5452,Diabetes,Maryland
5453,Diabetes,Massachusetts
5454,Diabetes,Michigan
5455,Diabetes,Minnesota
5456,Diabetes,Mississippi
5457,Diabetes,Missouri
5458,Diabetes,Montana
5459,Diabetes,Nebraska
5460,Diabetes,Nevada
5461,Diabetes,New Hampshire
5462,Diabetes,New Jersey
5463,Diabetes,New Mexico
5464,Diabetes,New York
5465,Diabetes,North Carolina
5466,Diabetes,North Dakota
5467,Diabetes,Ohio
5468,Diabetes,Oklahoma
5469,Diabetes,Oregon
5470,Diabetes,Pennsylvania
5471,Diabetes,Rhode Island
5472,Diabetes,South Carolina
5473,Diabetes,South Dakota
5474,Diabetes,Tennessee
5475,Diabetes,Texas
5476,Diabetes,United States
5477,Diabetes,Utah
5478,Diabetes,Vermont
5479,Diabetes,Virginia
5480,Diabetes,Washington
5481,Diabetes,West Virginia
5482,Diabetes,Wisconsin
5483,Diabetes,Wyoming
5484,Heart disease,Alabama
5485,Heart disease,Alaska
5486,Heart disease,Arizona
5487,Heart disease,Arkansas
5488,Heart disease,California
5489,Heart disease,Colorado
5490,Heart disease,Connecticut
5491,Heart disease,Delaware
5492,Heart disease,District of Columbia
5493,Heart disease,Florida
5494,Heart disease,Georgia
5495,Heart disease,Hawaii
5496,Heart disease,Idaho
5497,Heart disease,Illinois
5498,Heart disease,Indiana
5499,Heart disease,Iowa
5500,Heart disease,Kansas
5501,Heart disease,Kentucky
5502,Heart disease,Louisiana
5503,Heart disease,Maine
5504,Heart disease,Maryland
5505,Heart disease,Massachusetts
5506,Heart disease,Michigan
5507,Heart disease,Minnesota
5508,Heart disease,Mississippi
5509,Heart disease,Missouri
5510,Heart disease,Montana
5511,Heart disease,Nebraska
5512,Heart disease,Nevada
5513,Heart disease,New Hampshire
5514,Heart disease,New Jersey
5515,Heart disease,New Mexico
5516,Heart disease,New York
5517,Heart disease,North Carolina
5518,Heart disease,North Dakota
5519,Heart disease,Ohio
5520,Heart disease,Oklahoma
5521,Heart disease,Oregon
5522,Heart disease,Pennsylvania
5523,Heart disease,Rhode Island
5524,Heart disease,South Carolina
5525,Heart disease,South Dakota
5526,Heart disease,Tennessee
5527,Heart disease,Texas
5528,Heart disease,United States
5529,Heart disease,Utah
5530,Heart disease,Vermont
5531,Heart disease,Virginia
5532,Heart disease,Washington
5533,Heart disease,West Virginia
5534,Heart disease,Wisconsin
5535,Heart disease,Wyoming
5536,Influenza and pneumonia,Alabama
5537,Influenza and pneumonia,Alaska
5538,Influenza and pneumonia,Arizona
5539,Influenza and pneumonia,Arkansas
5540,Influenza and pneumonia,California
5541,Influenza and pneumonia,Colorado
5542,Influenza and pneumonia,Connecticut
5543,Influenza and pneumonia,Delaware
5544,Influenza and pneumonia,District of Columbia
5545,Influenza and pneumonia,Florida
5546,Influenza and pneumonia,Georgia
5547,Influenza and pneumonia,Hawaii
5548,Influenza and pneumonia,Idaho
5549,Influenza and pneumonia,Illinois
5550,Influenza and pneumonia,Indiana
5551,Influenza and pneumonia,Iowa
5552,Influenza and pneumonia,Kansas
5553,Influenza and pneumonia,Kentucky
5554,Influenza and pneumonia,Louisiana
5555,Influenza and pneumonia,Maine
5556,Influenza and pneumonia,Maryland
5557,Influenza and pneumonia,Massachusetts
5558,Influenza and pneumonia,Michigan
5559,Influenza and pneumonia,Minnesota
5560,Influenza and pneumonia,Mississippi
5561,Influenza and pneumonia,Missouri
5562,Influenza and pneumonia,Montana
5563,Influenza and pneumonia,Nebraska
5564,Influenza and pneumonia,Nevada
5565,Influenza and pneumonia,New Hampshire
5566,Influenza and pneumonia,New Jersey
5567,Influenza and pneumonia,New Mexico
5568,Influenza and pneumonia,New York
5569,Influenza and pneumonia,North Carolina
5570,Influenza and pneumonia,North Dakota
5571,Influenza and pneumonia,Ohio
5572,Influenza and pneumonia,Oklahoma
5573,Influenza and pneumonia,Oregon
5574,Influenza and pneumonia,Pennsylvania
5575,Influenza and pneumonia,Rhode Island
5576,Influenza and pneumonia,South Carolina
5577,Influenza and pneumonia,South Dakota
5578,Influenza and pneumonia,Tennessee
5579,Influenza and pneumonia,Texas
5580,Influenza and pneumonia,United States
5581,Influenza and pneumonia,Utah
5582,Influenza and pneumonia,Vermont
5583,Influenza and pneumonia,Virginia
5584,Influenza and pneumonia,Washington
5585,Influenza and pneumonia,West Virginia
5586,Influenza and pneumonia,Wisconsin
5587,Influenza and pneumonia,Wyoming
5588,Suicide,Alabama
5589,Suicide,Alaska
5590,Suicide,Arizona
5591,Suicide,Arkansas
5592,Suicide,California
5593,Suicide,Colorado
5594,Suicide,Connecticut
5595,Suicide,Delaware
5596,All causes,Ohio
5597,Suicide,District of Columbia
5598,Suicide,Florida
5599,Suicide,Georgia
5600,Suicide,Hawaii
5601,Suicide,Idaho
5602,Suicide,Illinois
5603,Suicide,Indiana
5604,Suicide,Iowa
5605,Suicide,Kansas
5606,Suicide,Kentucky
5607,Suicide,Louisiana
5608,Suicide,Maine
5609,Suicide,Maryland
5610,Suicide,Massachusetts
5611,Suicide,Michigan
5612,Suicide,Minnesota
5613,Suicide,Mississippi
5614,Suicide,Missouri
5615,Suicide,Montana
5616,Suicide,Nebraska
5617,Suicide,Nevada
5618,All causes,Oklahoma
5619,Suicide,New Hampshire
5620,Suicide,New Jersey
5621,Suicide,New Mexico
5622,Suicide,New York
5623,Suicide,North Carolina
5624,Suicide,North Dakota
5625,Suicide,Ohio
5626,Suicide,Oklahoma
5627,Suicide,Oregon
5628,Suicide,Pennsylvania
5629,Suicide,Rhode Island
5630,Suicide,South Carolina
5631,Suicide,South Dakota
5632,Suicide,Tennessee
5633,Suicide,Texas
5634,Suicide,United States
5635,Suicide,Utah
5636,Suicide,Vermont
5637,Suicide,Virginia
5638,Suicide,Washington
5639,Suicide,West Virginia
5640,Suicide,Wisconsin
5641,Suicide,Wyoming
5642,Cancer,Alabama
5643,Cancer,Alaska
5644,Cancer,Arizona
5645,Cancer,Arkansas
5646,Cancer,California
5647,Cancer,Colorado
5648,Cancer,Connecticut
5649,Cancer,Delaware
5650,Cancer,District of Columbia
5651,Cancer,Florida
5652,Cancer,Georgia
5653,Cancer,Hawaii
5654,Cancer,Idaho
5655,Cancer,Illinois
5656,Cancer,Indiana
5657,Cancer,Iowa
5658,Cancer,Kansas
5659,Cancer,Kentucky
5660,Cancer,Louisiana
5661,Cancer,Maine
5662,Cancer,Maryland
5663,Cancer,Massachusetts
5664,Cancer,Michigan
5665,Cancer,Minnesota
5666,Cancer,Mississippi
5667,Cancer,Missouri
5668,Cancer,Montana
5669,Cancer,Nebraska
5670,Cancer,Nevada
5671,Cancer,New Hampshire
5672,Cancer,New Jersey
5673,Cancer,New Mexico
5674,Cancer,New York
5675,Cancer,North Carolina
5676,Cancer,North Dakota
5677,Cancer,Ohio
5678,Cancer,Oklahoma
5679,Cancer,Oregon
5680,Cancer,Pennsylvania
5681,Cancer,Rhode Island
5682,Cancer,South Carolina
5683,Cancer,South Dakota
5684,Cancer,Tennessee
5685,Cancer,Texas
5686,Cancer,United States
5687,Cancer,Utah
5688,Cancer,Vermont
5689,Cancer,Virginia
5690,Cancer,Washington
5691,Cancer,West Virginia
5692,Cancer,Wisconsin
5693,Cancer,Wyoming
5694,Kidney disease,Alabama
5695,Kidney disease,Alaska
5696,Kidney disease,Arizona
5697,Kidney disease,Arkansas
5698,All causes,Oregon
5699,Kidney disease,California
5700,Kidney disease,Colorado
5701,Kidney disease,Connecticut
5702,Kidney disease,Delaware
5703,Kidney disease,District of Columbia
5704,Kidney disease,Florida
5705,Kidney disease,Georgia
5706,Kidney disease,Hawaii
5707,Kidney disease,Idaho
5708,Kidney disease,Illinois
5709,Kidney disease,Indiana
5710,Kidney disease,Iowa
5711,Kidney disease,Kansas
5712,Kidney disease,Kentucky
5713,Kidney disease,Louisiana
5714,Kidney disease,Maine
5715,Kidney disease,Maryland
5716,Kidney disease,Massachusetts
5717,Kidney disease,Michigan
5718,Kidney disease,Minnesota
5719,Kidney disease,Mississippi
5720,Kidney disease,Missouri
5721,Kidney disease,Montana
5722,Kidney disease,Nebraska
5723,Kidney disease,Nevada
5724,Kidney disease,New Hampshire
5725,Kidney disease,New Jersey
5726,Kidney disease,New Mexico
5727,Kidney disease,New York
5728,Kidney disease,North Carolina
5729,Kidney disease,North Dakota
5730,Kidney disease,Ohio
5731,Kidney disease,Oklahoma
5732,Kidney disease,Oregon
5733,Kidney disease,Pennsylvania
5734,Kidney disease,Rhode Island
5735,Kidney disease,South Carolina
5736,Kidney disease,South Dakota
5737,Kidney disease,Tennessee
5738,Kidney disease,Texas
5739,Kidney disease,United States
5740,Kidney disease,Utah
5741,Kidney disease,Vermont
5742,Kidney disease,Virginia
5743,Kidney disease,Washington
5744,Kidney disease,West Virginia
5745,Kidney disease,Wisconsin
5746,Kidney disease,Wyoming
5747,Unintentional injuries,Alabama
5748,Unintentional injuries,Alaska
5749,Unintentional injuries,Arizona
5750,Unintentional injuries,Arkansas
5751,Unintentional injuries,California
5752,Unintentional injuries,Colorado
5753,Unintentional injuries,Connecticut
5754,Unintentional injuries,Delaware
5755,Unintentional injuries,District of Columbia
5756,Unintentional injuries,Florida
5757,Unintentional injuries,Georgia
5758,Unintentional injuries,Hawaii
5759,Unintentional injuries,Idaho
5760,Unintentional injuries,Illinois
5761,Unintentional injuries,Indiana
5762,Unintentional injuries,Iowa
5763,Unintentional injuries,Kansas
5764,Unintentional injuries,Maine
5765,Unintentional injuries,Maryland
5766,Unintentional injuries,Massachusetts
5767,Unintentional injuries,Michigan
5768,Unintentional injuries,Minnesota
5769,Unintentional injuries,Mississippi
5770,Unintentional injuries,Missouri
5771,Unintentional injuries,Montana
5772,Unintentional injuries,Nebraska
5773,Unintentional injuries,Nevada
5774,Unintentional injuries,New Hampshire
5775,Unintentional injuries,New Jersey
5776,Unintentional injuries,New Mexico
5777,Unintentional injuries,New York
5778,Unintentional injuries,North Carolina
5779,Unintentional injuries,North Dakota
5780,Unintentional injuries,Ohio
5781,Unintentional injuries,Oklahoma
5782,Unintentional injuries,Oregon
5783,Unintentional injuries,Pennsylvania
5784,Unintentional injuries,Rhode Island
5785,Unintentional injuries,South Carolina
5786,Unintentional injuries,South Dakota
5787,Unintentional injuries,Tennessee
5788,Unintentional injuries,Texas
5789,Unintentional injuries,United States
5790,Unintentional injuries,Utah
5791,Unintentional injuries,Vermont
5792,Unintentional injuries,Virginia
5793,Unintentional injuries,Washington
5794,Unintentional injuries,West Virginia
5795,Unintentional injuries,Wisconsin
5796,Unintentional injuries,Wyoming
5797,All causes,Alabama
5798,All causes,Alaska
5799,All causes,Arizona
5800,All causes,Arkansas
5801,All causes,California
5802,All causes,Colorado
5803,All causes,Connecticut
5804,All causes,Delaware
5805,All causes,District of Columbia
5806,All causes,Florida
5807,All causes,Georgia
5808,All causes,Hawaii
5809,All causes,Idaho
5810,All causes,Illinois
5811,All causes,Indiana
5812,All causes,Iowa
5813,All causes,Kansas
5814,All causes,Kentucky
5815,All causes,Louisiana
5816,All causes,Maine
5817,All causes,Maryland
5818,All causes,Massachusetts
5819,All causes,Michigan
5820,All causes,Virginia
5821,All causes,Washington
5822,All causes,West Virginia
5823,All causes,Wisconsin
5824,All causes,Wyoming
5825,Alzheimer's disease,Alabama
5826,Alzheimer's disease,Alaska
5827,Alzheimer's disease,Arizona
5828,Alzheimer's disease,Arkansas
5829,Alzheimer's disease,California
5830,Alzheimer's disease,Colorado
5831,Alzheimer's disease,Connecticut
5832,Alzheimer's disease,Delaware
5833,Alzheimer's disease,District of Columbia
5834,Alzheimer's disease,Florida
5835,Alzheimer's disease,Georgia
5836,Alzheimer's disease,Hawaii
5837,Alzheimer's disease,Idaho
5838,Alzheimer's disease,Illinois
5839,Alzheimer's disease,Indiana
5840,Alzheimer's disease,Iowa
5841,Alzheimer's disease,Kansas
5842,Alzheimer's disease,Kentucky
5843,Alzheimer's disease,Louisiana
5844,Alzheimer's disease,Maine
5845,Alzheimer's disease,Maryland
5846,Alzheimer's disease,Massachusetts
5847,Alzheimer's disease,Michigan
5848,Alzheimer's disease,Minnesota
5849,Alzheimer's disease,Mississippi
5850,Alzheimer's disease,Missouri
5851,Alzheimer's disease,Montana
5852,Alzheimer's disease,Nebraska
5853,Alzheimer's disease,Nevada
5854,Alzheimer's disease,New Hampshire
5855,Alzheimer's disease,New Jersey
5856,Alzheimer's disease,New Mexico
5857,Alzheimer's disease,New York
5858,Alzheimer's disease,North Carolina
5859,Alzheimer's disease,North Dakota
5860,Alzheimer's disease,Ohio
5861,Alzheimer's disease,Oklahoma
5862,Alzheimer's disease,Oregon
5863,Alzheimer's disease,Pennsylvania
5864,Alzheimer's disease,Rhode Island
5865,Alzheimer's disease,South Carolina
5866,Alzheimer's disease,South Dakota
5867,Alzheimer's disease,Tennessee
5868,Alzheimer's disease,Texas
5869,Alzheimer's disease,United States
5870,Alzheimer's disease,Utah
5871,Alzheimer's disease,Vermont
5872,Alzheimer's disease,Virginia
5873,Alzheimer's disease,Washington
5874,Alzheimer's disease,West Virginia
5875,Alzheimer's disease,Wisconsin
5876,Alzheimer's disease,Wyoming
5877,Stroke,Alabama
5878,Stroke,Alaska
5879,Stroke,Arizona
5880,Stroke,Arkansas
5881,Stroke,California
5882,Stroke,Colorado
5883,Stroke,Connecticut
5884,Stroke,Delaware
5885,Stroke,District of Columbia
5886,Stroke,Florida
5887,Stroke,Georgia
5888,Stroke,Hawaii
5889,Stroke,Idaho
5890,Stroke,Illinois
5891,Stroke,Indiana
5892,Stroke,Iowa
5893,Stroke,Kansas
5894,Stroke,Kentucky
5895,Stroke,Louisiana
5896,Stroke,Maine
5897,Stroke,Maryland
5898,Stroke,Massachusetts
5899,Stroke,Michigan
5900,Stroke,Minnesota
5901,Stroke,Mississippi
5902,Stroke,Missouri
5903,Stroke,Montana
5904,Stroke,Nebraska
5905,Stroke,Nevada
5906,Stroke,New Hampshire
5907,Stroke,New Jersey
5908,Stroke,New Mexico
5909,Stroke,New York
5910,Stroke,North Carolina
